Date,Open,High,Low,Close
2024-01-18 01:40:00-05:00,4824.0,4824.0,4824.0,4824.0
2024-01-18 01:50:00-05:00,4824.0,4824.0,4824.0,4824.0
2024-01-18 02:00:00-05:00,4824.0,4824.0,4824.0,4824.0
2024-01-18 02:10:00-05:00,4824.75,4825.0,4824.0,4824.0
2024-01-18 02:20:00-05:00,4824.25,4824.25,4824.25,4824.25
2024-01-18 02:30:00-05:00,4823.0,4823.0,4822.25,4822.25
2024-01-18 02:40:00-05:00,4822.25,4822.25,4822.25,4822.25
2024-01-18 02:50:00-05:00,4823.5,4824.75,4823.5,4824.5
2024-01-18 03:00:00-05:00,4824.5,4824.5,4824.5,4824.5
2024-01-18 03:10:00-05:00,4825.5,4827.0,4825.5,4827.0
2024-01-18 03:20:00-05:00,4827.0,4827.0,4827.0,4827.0
2024-01-18 03:30:00-05:00,4825.5,4825.5,4825.5,4825.5
2024-01-18 03:40:00-05:00,4824.75,4824.75,4824.75,4824.75
2024-01-18 03:50:00-05:00,4824.75,4824.75,4824.75,4824.75
2024-01-18 04:00:00-05:00,4825.75,4825.75,4825.75,4825.75
2024-01-18 04:10:00-05:00,4825.75,4825.75,4825.75,4825.75
2024-01-18 04:20:00-05:00,4826.75,4826.75,4826.75,4826.75
2024-01-18 04:30:00-05:00,4826.75,4826.75,4826.75,4826.75
2024-01-18 04:40:00-05:00,4830.0,4830.0,4827.0,4827.0
2024-01-18 04:50:00-05:00,4827.0,4827.0,4827.0,4827.0
2024-01-18 05:00:00-05:00,4827.0,4827.0,4827.0,4827.0
2024-01-18 05:10:00-05:00,4825.75,4825.75,4825.75,4825.75
2024-01-18 05:20:00-05:00,4826.5,4826.5,4826.5,4826.5
2024-01-18 05:30:00-05:00,4826.5,4826.5,4826.5,4826.5
2024-01-18 05:40:00-05:00,4826.5,4826.5,4826.5,4826.5
2024-01-18 05:50:00-05:00,4830.75,4830.75,4830.75,4830.75
2024-01-18 06:00:00-05:00,4834.0,4834.5,4834.0,4834.5
2024-01-18 06:10:00-05:00,4836.75,4836.75,4836.75,4836.75
2024-01-18 06:20:00-05:00,4836.75,4836.75,4836.75,4836.75
2024-01-18 06:30:00-05:00,4836.75,4836.75,4836.75,4836.75
2024-01-18 06:40:00-05:00,4840.0,4841.5,4840.0,4840.25
2024-01-18 06:50:00-05:00,4840.5,4840.5,4840.25,4840.5
2024-01-18 07:00:00-05:00,4840.75,4840.75,4840.75,4840.75
2024-01-18 07:10:00-05:00,4840.75,4840.75,4840.75,4840.75
2024-01-18 07:20:00-05:00,4843.0,4843.0,4843.0,4843.0
2024-01-18 07:30:00-05:00,4843.0,4843.0,4843.0,4843.0
2024-01-18 07:40:00-05:00,4843.0,4843.0,4843.0,4843.0
2024-01-18 07:50:00-05:00,4843.0,4843.0,4843.0,4843.0
2024-01-18 08:00:00-05:00,4843.0,4843.0,4843.0,4843.0
2024-01-18 08:10:00-05:00,4843.5,4844.5,4843.5,4844.5
2024-01-18 08:20:00-05:00,4845.25,4845.25,4845.25,4845.25
2024-01-18 08:30:00-05:00,4843.0,4849.25,4841.0,4845.25
2024-01-18 08:40:00-05:00,4843.0,4843.0,4837.25,4837.5
2024-01-18 08:50:00-05:00,4840.0,4840.0,4837.0,4837.0
2024-01-18 09:00:00-05:00,4839.0,4840.5,4838.75,4840.5
2024-01-18 09:10:00-05:00,4840.75,4844.75,4840.75,4841.75
2024-01-18 09:20:00-05:00,4841.5,4841.5,4838.0,4838.5
2024-01-18 09:30:00-05:00,4840.0,4841.5,4837.0,4837.0
2024-01-18 09:40:00-05:00,4840.25,4843.0,4833.75,4836.0
2024-01-18 09:50:00-05:00,4835.0,4835.0,4832.25,4833.0
2024-01-18 10:00:00-05:00,4834.75,4837.0,4834.75,4837.0
2024-01-18 10:10:00-05:00,4838.75,4841.5,4837.25,4837.25
2024-01-18 10:20:00-05:00,4835.5,4839.0,4835.25,4839.0
2024-01-18 10:30:00-05:00,4842.75,4846.75,4837.5,4846.0
2024-01-18 10:40:00-05:00,4844.5,4845.0,4843.25,4845.0
2024-01-18 10:50:00-05:00,4845.75,4845.75,4845.75,4845.75
2024-01-18 11:00:00-05:00,4837.75,4840.0,4836.25,4839.75
2024-01-18 11:10:00-05:00,4839.75,4843.25,4839.25,4843.25
2024-01-18 11:20:00-05:00,4844.5,4845.75,4844.5,4845.75
2024-01-18 11:30:00-05:00,4846.0,4848.5,4846.0,4848.5
2024-01-18 11:40:00-05:00,4845.0,4845.5,4841.0,4841.0
2024-01-18 11:50:00-05:00,4842.0,4845.75,4842.0,4842.75
2024-01-18 12:00:00-05:00,4839.75,4839.75,4834.0,4834.5
2024-01-18 12:10:00-05:00,4834.0,4835.25,4829.75,4833.75
2024-01-18 12:20:00-05:00,4833.75,4833.75,4833.75,4833.75
2024-01-18 12:30:00-05:00,4831.0,4831.25,4829.75,4831.25
2024-01-18 12:40:00-05:00,4834.0,4834.25,4834.0,4834.25
2024-01-18 12:50:00-05:00,4833.25,4833.25,4832.0,4832.0
2024-01-18 13:00:00-05:00,4828.0,4828.0,4824.0,4826.5
2024-01-18 13:10:00-05:00,4826.25,4827.5,4826.25,4827.5
2024-01-18 13:20:00-05:00,4824.75,4828.0,4824.0,4828.0
2024-01-18 13:30:00-05:00,4828.25,4833.0,4828.25,4833.0
2024-01-18 13:40:00-05:00,4834.5,4837.5,4834.5,4837.5
2024-01-18 13:50:00-05:00,4838.0,4839.75,4838.0,4838.75
2024-01-18 14:00:00-05:00,4840.0,4843.0,4840.0,4842.5
2024-01-18 14:10:00-05:00,4843.5,4848.5,4843.5,4848.5
2024-01-18 14:20:00-05:00,4848.5,4855.0,4848.5,4854.5
2024-01-18 14:30:00-05:00,4858.5,4858.5,4856.5,4856.75
2024-01-18 14:40:00-05:00,4856.0,4857.25,4850.0,4853.25
2024-01-18 14:50:00-05:00,4857.5,4857.5,4857.25,4857.25
2024-01-18 15:00:00-05:00,4858.5,4860.25,4858.5,4860.25
2024-01-18 15:10:00-05:00,4860.25,4861.5,4859.5,4859.5
2024-01-18 15:20:00-05:00,4862.0,4862.75,4861.0,4861.0
2024-01-18 15:30:00-05:00,4864.25,4864.75,4862.0,4862.0
2024-01-18 15:40:00-05:00,4859.25,4865.0,4859.25,4865.0
2024-01-18 15:50:00-05:00,4863.75,4868.25,4862.0,4864.25
2024-01-18 16:00:00-05:00,4863.5,4863.5,4862.5,4862.5
2024-01-18 16:10:00-05:00,4862.5,4862.5,4862.5,4862.5
2024-01-18 16:20:00-05:00,4866.0,4866.0,4866.0,4866.0
2024-01-18 16:30:00-05:00,4865.0,4865.0,4865.0,4865.0
2024-01-18 16:40:00-05:00,4864.75,4864.75,4864.75,4864.75
2024-01-18 16:50:00-05:00,4864.75,4864.75,4864.75,4864.75
2024-01-18 18:20:00-05:00,4864.25,4864.25,4864.25,4864.25
2024-01-18 18:30:00-05:00,4864.5,4864.5,4864.5,4864.5
2024-01-18 18:40:00-05:00,4865.0,4865.0,4865.0,4865.0
2024-01-18 18:50:00-05:00,4865.75,4866.75,4865.75,4866.75
2024-01-18 19:00:00-05:00,4867.5,4867.5,4867.5,4867.5
2024-01-18 19:10:00-05:00,4865.25,4865.25,4865.25,4865.25
2024-01-18 19:20:00-05:00,4867.0,4868.0,4867.0,4868.0
2024-01-18 19:30:00-05:00,4867.75,4868.0,4867.75,4868.0
2024-01-18 19:40:00-05:00,4866.0,4866.0,4866.0,4866.0
2024-01-18 19:50:00-05:00,4866.0,4866.0,4866.0,4866.0
2024-01-18 20:00:00-05:00,4866.0,4866.0,4866.0,4866.0
2024-01-18 20:10:00-05:00,4866.0,4866.0,4866.0,4866.0
2024-01-18 20:20:00-05:00,4863.75,4863.75,4863.75,4863.75
2024-01-18 20:30:00-05:00,4865.75,4865.75,4865.75,4865.75
2024-01-18 20:40:00-05:00,4865.75,4865.75,4865.75,4865.75
2024-01-18 20:50:00-05:00,4865.75,4865.75,4865.75,4865.75
2024-01-18 21:00:00-05:00,4865.75,4865.75,4865.75,4865.75
2024-01-18 21:10:00-05:00,4865.75,4865.75,4865.75,4865.75
2024-01-18 21:20:00-05:00,4865.75,4865.75,4865.75,4865.75
2024-01-18 21:30:00-05:00,4865.75,4865.75,4865.75,4865.75
2024-01-18 21:40:00-05:00,4868.0,4868.0,4868.0,4868.0
2024-01-18 21:50:00-05:00,4868.0,4868.0,4868.0,4868.0
2024-01-18 22:00:00-05:00,4869.0,4869.0,4868.75,4868.75
2024-01-18 22:10:00-05:00,4868.5,4868.5,4868.5,4868.5
2024-01-18 22:20:00-05:00,4868.5,4868.5,4868.5,4868.5
2024-01-18 22:30:00-05:00,4867.25,4867.75,4867.25,4867.75
2024-01-18 22:40:00-05:00,4867.75,4867.75,4867.75,4867.75
2024-01-18 22:50:00-05:00,4867.75,4867.75,4867.75,4867.75
2024-01-18 23:00:00-05:00,4867.75,4867.75,4867.75,4867.75
2024-01-18 23:10:00-05:00,4867.75,4867.75,4867.75,4867.75
2024-01-18 23:20:00-05:00,4867.75,4867.75,4867.75,4867.75
2024-01-18 23:30:00-05:00,4867.75,4867.75,4867.75,4867.75
2024-01-18 23:40:00-05:00,4867.75,4867.75,4867.75,4867.75
2024-01-18 23:50:00-05:00,4867.75,4867.75,4867.75,4867.75
2024-01-19 00:00:00-05:00,4867.75,4867.75,4867.75,4867.75
2024-01-19 00:10:00-05:00,4867.75,4867.75,4867.75,4867.75
2024-01-19 00:20:00-05:00,4867.75,4867.75,4867.75,4867.75
2024-01-19 00:30:00-05:00,4867.75,4867.75,4867.75,4867.75
2024-01-19 00:40:00-05:00,4867.75,4867.75,4867.75,4867.75
2024-01-19 00:50:00-05:00,4867.75,4867.75,4867.75,4867.75
2024-01-19 01:00:00-05:00,4867.25,4867.25,4867.25,4867.25
2024-01-19 01:10:00-05:00,4867.25,4867.25,4867.25,4867.25
2024-01-19 01:20:00-05:00,4867.25,4867.25,4867.25,4867.25
2024-01-19 01:30:00-05:00,4867.25,4867.25,4867.25,4867.25
2024-01-19 01:40:00-05:00,4867.75,4868.5,4867.25,4867.25
2024-01-19 01:50:00-05:00,4868.5,4868.5,4868.5,4868.5
2024-01-19 02:00:00-05:00,4868.0,4868.0,4868.0,4868.0
2024-01-19 02:10:00-05:00,4870.75,4872.5,4870.25,4872.5
2024-01-19 02:20:00-05:00,4872.5,4872.5,4872.5,4872.5
2024-01-19 02:30:00-05:00,4873.0,4874.75,4873.0,4873.75
2024-01-19 02:40:00-05:00,4875.0,4875.5,4873.75,4873.75
2024-01-19 02:50:00-05:00,4875.0,4875.0,4874.0,4874.0
2024-01-19 03:00:00-05:00,4874.0,4874.0,4874.0,4874.0
2024-01-19 03:10:00-05:00,4872.0,4873.25,4871.75,4873.25
2024-01-19 03:20:00-05:00,4873.25,4873.25,4873.25,4873.25
2024-01-19 03:30:00-05:00,4873.25,4873.25,4873.25,4873.25
2024-01-19 03:40:00-05:00,4873.25,4873.25,4873.25,4873.25
2024-01-19 03:50:00-05:00,4877.75,4877.75,4877.75,4877.75
2024-01-19 04:00:00-05:00,4877.0,4879.25,4877.0,4879.0
2024-01-19 04:10:00-05:00,4879.5,4879.5,4879.0,4879.0
2024-01-19 04:20:00-05:00,4884.75,4885.0,4884.0,4884.0
2024-01-19 04:30:00-05:00,4884.0,4884.0,4884.0,4884.0
2024-01-19 04:40:00-05:00,4877.25,4877.25,4877.25,4877.25
2024-01-19 04:50:00-05:00,4877.25,4877.25,4877.25,4877.25
2024-01-19 05:00:00-05:00,4882.5,4882.5,4882.5,4882.5
2024-01-19 05:10:00-05:00,4882.25,4882.25,4881.0,4881.0
2024-01-19 05:20:00-05:00,4881.0,4881.0,4881.0,4881.0
2024-01-19 05:30:00-05:00,4881.0,4881.0,4881.0,4881.0
2024-01-19 05:40:00-05:00,4882.25,4883.75,4882.25,4883.75
2024-01-19 05:50:00-05:00,4884.0,4884.25,4884.0,4884.25
2024-01-19 06:00:00-05:00,4884.25,4884.25,4884.25,4884.25
2024-01-19 06:10:00-05:00,4886.0,4886.25,4885.25,4885.25
2024-01-19 06:20:00-05:00,4886.25,4886.25,4886.25,4886.25
2024-01-19 06:30:00-05:00,4885.75,4888.75,4885.75,4888.75
2024-01-19 06:40:00-05:00,4888.75,4888.75,4888.75,4888.75
2024-01-19 06:50:00-05:00,4887.0,4887.0,4887.0,4887.0
2024-01-19 07:00:00-05:00,4887.0,4887.0,4887.0,4887.0
2024-01-19 07:10:00-05:00,4885.75,4885.75,4885.0,4885.0
2024-01-19 07:20:00-05:00,4886.0,4886.0,4886.0,4886.0
2024-01-19 07:30:00-05:00,4886.0,4886.0,4886.0,4886.0
2024-01-19 07:40:00-05:00,4886.0,4886.0,4886.0,4886.0
2024-01-19 07:50:00-05:00,4886.25,4886.25,4886.25,4886.25
2024-01-19 08:00:00-05:00,4890.0,4892.0,4890.0,4891.75
2024-01-19 08:10:00-05:00,4893.75,4893.75,4893.0,4893.0
2024-01-19 08:20:00-05:00,4892.25,4892.25,4891.25,4891.25
2024-01-19 08:30:00-05:00,4889.75,4889.75,4889.0,4889.0
2024-01-19 08:40:00-05:00,4886.0,4886.5,4886.0,4886.5
2024-01-19 08:50:00-05:00,4886.0,4886.0,4883.75,4885.0
2024-01-19 09:00:00-05:00,4885.25,4885.25,4883.25,4883.25
2024-01-19 09:10:00-05:00,4882.25,4882.25,4881.0,4882.25
2024-01-19 09:20:00-05:00,4878.0,4878.0,4876.0,4876.0
2024-01-19 09:30:00-05:00,4875.5,4875.5,4870.0,4870.0
2024-01-19 09:40:00-05:00,4870.0,4870.0,4870.0,4870.0
2024-01-19 09:50:00-05:00,4870.0,4877.0,4870.0,4877.0
2024-01-19 10:00:00-05:00,4880.5,4881.75,4870.5,4870.5
2024-01-19 10:10:00-05:00,4871.0,4878.5,4871.0,4878.5
2024-01-19 10:20:00-05:00,4878.5,4878.75,4874.5,4878.75
2024-01-19 10:30:00-05:00,4875.75,4876.75,4875.75,4876.75
2024-01-19 10:40:00-05:00,4879.0,4880.5,4878.0,4880.0
2024-01-19 10:50:00-05:00,4879.75,4885.0,4879.75,4882.5
2024-01-19 11:00:00-05:00,4879.5,4886.0,4879.25,4886.0
2024-01-19 11:10:00-05:00,4888.25,4891.75,4888.25,4889.75
2024-01-19 11:20:00-05:00,4888.75,4890.0,4887.75,4889.0
2024-01-19 11:30:00-05:00,4887.25,4888.25,4883.5,4883.5
2024-01-19 11:40:00-05:00,4883.5,4883.5,4882.25,4882.25
2024-01-19 11:50:00-05:00,4885.5,4889.25,4884.0,4889.25
2024-01-19 12:00:00-05:00,4889.25,4889.5,4887.75,4887.75
2024-01-19 12:10:00-05:00,4886.0,4888.75,4883.0,4888.75
2024-01-19 12:20:00-05:00,4887.25,4894.0,4887.25,4894.0
2024-01-19 12:30:00-05:00,4894.0,4900.25,4894.0,4900.25
2024-01-19 12:40:00-05:00,4894.75,4898.0,4893.25,4897.0
2024-01-19 12:50:00-05:00,4898.75,4901.0,4898.5,4901.0
2024-01-19 13:00:00-05:00,4900.25,4903.75,4900.25,4903.75
2024-01-19 13:10:00-05:00,4903.0,4908.75,4903.0,4906.5
2024-01-19 13:20:00-05:00,4910.0,4910.0,4910.0,4910.0
2024-01-19 13:30:00-05:00,4911.0,4914.0,4911.0,4913.25
2024-01-19 13:40:00-05:00,4914.0,4915.0,4914.0,4914.25
2024-01-19 13:50:00-05:00,4913.0,4918.0,4912.75,4918.0
2024-01-19 14:00:00-05:00,4917.0,4920.0,4917.0,4919.5
2024-01-19 14:10:00-05:00,4921.25,4924.0,4921.25,4922.0
2024-01-19 14:20:00-05:00,4922.5,4928.0,4919.5,4920.5
2024-01-19 14:30:00-05:00,4921.5,4921.5,4915.75,4915.75
2024-01-19 14:40:00-05:00,4919.75,4920.75,4918.0,4918.0
2024-01-19 14:50:00-05:00,4918.75,4923.75,4918.75,4923.75
2024-01-19 15:00:00-05:00,4922.5,4926.5,4922.25,4924.25
2024-01-19 15:10:00-05:00,4922.75,4922.75,4922.5,4922.5
2024-01-19 15:20:00-05:00,4920.5,4924.0,4920.0,4924.0
2024-01-19 15:30:00-05:00,4922.75,4924.5,4921.25,4923.0
2024-01-19 15:40:00-05:00,4921.25,4922.75,4920.0,4922.5
2024-01-19 15:50:00-05:00,4923.5,4925.25,4921.75,4925.25
2024-01-19 16:00:00-05:00,4925.75,4928.75,4925.75,4928.75
2024-01-19 16:10:00-05:00,4926.5,4926.5,4925.0,4925.0
2024-01-19 16:20:00-05:00,4925.75,4926.25,4925.75,4926.25
2024-01-19 16:30:00-05:00,4927.5,4927.5,4927.5,4927.5
2024-01-19 16:40:00-05:00,4927.5,4928.0,4927.25,4927.25
2024-01-19 16:50:00-05:00,4927.25,4927.25,4924.5,4924.5
2024-01-21 18:00:00-05:00,4929.0,4934.0,4929.0,4930.75
2024-01-21 18:10:00-05:00,4930.75,4930.75,4930.75,4930.75
2024-01-21 18:20:00-05:00,4931.0,4931.0,4928.5,4928.5
2024-01-21 18:30:00-05:00,4929.0,4930.0,4929.0,4930.0
2024-01-21 18:40:00-05:00,4929.75,4929.75,4929.25,4929.25
2024-01-21 18:50:00-05:00,4928.5,4928.5,4928.5,4928.5
2024-01-21 19:00:00-05:00,4928.25,4929.5,4927.5,4929.5
2024-01-21 19:10:00-05:00,4930.0,4930.0,4929.75,4930.0
2024-01-21 19:20:00-05:00,4930.0,4930.0,4930.0,4930.0
2024-01-21 19:30:00-05:00,4930.75,4930.75,4930.75,4930.75
2024-01-21 19:40:00-05:00,4935.25,4936.5,4935.0,4935.25
2024-01-21 19:50:00-05:00,4936.0,4940.25,4935.75,4940.25
2024-01-21 20:00:00-05:00,4941.75,4941.75,4941.5,4941.5
2024-01-21 20:10:00-05:00,4939.0,4939.0,4937.25,4937.25
2024-01-21 20:20:00-05:00,4938.0,4938.5,4938.0,4938.5
2024-01-21 20:30:00-05:00,4938.5,4938.5,4938.5,4938.5
2024-01-21 20:40:00-05:00,4937.0,4937.75,4936.0,4937.75
2024-01-21 20:50:00-05:00,4936.5,4937.0,4936.5,4937.0
2024-01-21 21:00:00-05:00,4937.0,4937.0,4937.0,4937.0
2024-01-21 21:10:00-05:00,4937.5,4939.5,4937.5,4939.5
2024-01-21 21:20:00-05:00,4939.5,4939.5,4937.75,4937.75
2024-01-21 21:30:00-05:00,4934.5,4935.25,4934.5,4935.25
2024-01-21 21:40:00-05:00,4935.75,4936.75,4935.75,4936.75
2024-01-21 21:50:00-05:00,4937.75,4937.75,4937.75,4937.75
2024-01-21 22:00:00-05:00,4935.75,4935.75,4935.75,4935.75
2024-01-21 22:10:00-05:00,4935.5,4935.5,4935.0,4935.0
2024-01-21 22:20:00-05:00,4935.0,4935.0,4935.0,4935.0
2024-01-21 22:30:00-05:00,4936.25,4936.25,4936.25,4936.25
2024-01-21 22:40:00-05:00,4937.0,4937.5,4937.0,4937.5
2024-01-21 22:50:00-05:00,4936.0,4936.0,4935.5,4935.5
2024-01-21 23:00:00-05:00,4936.0,4937.5,4936.0,4937.5
2024-01-21 23:10:00-05:00,4937.5,4937.5,4937.5,4937.5
2024-01-21 23:20:00-05:00,4937.5,4937.5,4937.5,4937.5
2024-01-21 23:30:00-05:00,4937.5,4937.5,4937.5,4937.5
2024-01-21 23:40:00-05:00,4937.5,4937.5,4937.5,4937.5
2024-01-21 23:50:00-05:00,4937.5,4937.5,4937.5,4937.5
2024-01-22 00:00:00-05:00,4937.5,4937.5,4937.5,4937.5
2024-01-22 00:10:00-05:00,4935.75,4935.75,4935.75,4935.75
2024-01-22 00:20:00-05:00,4934.75,4934.75,4934.75,4934.75
2024-01-22 00:30:00-05:00,4934.75,4934.75,4934.75,4934.75
2024-01-22 00:40:00-05:00,4934.75,4934.75,4934.75,4934.75
2024-01-22 00:50:00-05:00,4933.5,4934.0,4933.5,4934.0
2024-01-22 01:00:00-05:00,4934.0,4934.0,4934.0,4934.0
2024-01-22 01:10:00-05:00,4934.0,4934.0,4934.0,4934.0
2024-01-22 01:20:00-05:00,4933.75,4933.75,4933.75,4933.75
2024-01-22 01:30:00-05:00,4934.75,4934.75,4934.75,4934.75
2024-01-22 01:40:00-05:00,4934.75,4934.75,4934.75,4934.75
2024-01-22 01:50:00-05:00,4935.5,4935.5,4935.25,4935.25
2024-01-22 02:00:00-05:00,4933.0,4933.0,4933.0,4933.0
2024-01-22 02:10:00-05:00,4933.0,4933.0,4933.0,4933.0
2024-01-22 02:20:00-05:00,4937.0,4937.0,4937.0,4937.0
2024-01-22 02:30:00-05:00,4936.5,4936.5,4936.25,4936.25
2024-01-22 02:40:00-05:00,4936.75,4937.25,4936.75,4937.25
2024-01-22 02:50:00-05:00,4935.75,4937.0,4935.25,4935.5
2024-01-22 03:00:00-05:00,4937.5,4937.5,4937.5,4937.5
2024-01-22 03:10:00-05:00,4937.5,4937.5,4937.5,4937.5
2024-01-22 03:20:00-05:00,4938.0,4938.0,4938.0,4938.0
2024-01-22 03:30:00-05:00,4936.0,4936.0,4936.0,4936.0
2024-01-22 03:40:00-05:00,4936.0,4936.0,4936.0,4936.0
2024-01-22 03:50:00-05:00,4936.75,4936.75,4936.75,4936.75
2024-01-22 04:00:00-05:00,4937.0,4937.5,4937.0,4937.5
2024-01-22 04:10:00-05:00,4937.5,4937.5,4937.5,4937.5
2024-01-22 04:20:00-05:00,4937.5,4937.5,4937.5,4937.5
2024-01-22 04:30:00-05:00,4937.5,4937.5,4937.5,4937.5
2024-01-22 04:40:00-05:00,4937.5,4937.5,4937.5,4937.5
2024-01-22 04:50:00-05:00,4938.25,4938.25,4938.25,4938.25
2024-01-22 05:00:00-05:00,4938.25,4938.25,4938.25,4938.25
2024-01-22 05:10:00-05:00,4939.5,4940.5,4939.0,4939.25
2024-01-22 05:20:00-05:00,4938.5,4938.5,4938.5,4938.5
2024-01-22 05:30:00-05:00,4938.5,4938.5,4938.5,4938.5
2024-01-22 05:40:00-05:00,4938.5,4938.5,4938.5,4938.5
2024-01-22 05:50:00-05:00,4938.5,4938.5,4938.5,4938.5
2024-01-22 06:00:00-05:00,4938.5,4938.5,4938.5,4938.5
2024-01-22 06:10:00-05:00,4938.5,4938.5,4938.5,4938.5
2024-01-22 06:20:00-05:00,4938.5,4938.5,4938.5,4938.5
2024-01-22 06:30:00-05:00,4939.75,4941.0,4939.75,4941.0
2024-01-22 06:40:00-05:00,4941.0,4941.0,4941.0,4941.0
2024-01-22 06:50:00-05:00,4941.0,4941.0,4941.0,4941.0
2024-01-22 07:00:00-05:00,4939.5,4941.5,4939.5,4940.25
2024-01-22 07:10:00-05:00,4941.0,4942.0,4941.0,4941.25
2024-01-22 07:20:00-05:00,4941.5,4944.5,4941.5,4944.0
2024-01-22 07:30:00-05:00,4944.5,4945.5,4942.75,4942.75
2024-01-22 07:40:00-05:00,4943.5,4943.5,4943.25,4943.25
2024-01-22 07:50:00-05:00,4943.25,4943.25,4943.25,4943.25
2024-01-22 08:00:00-05:00,4943.5,4943.75,4943.5,4943.75
2024-01-22 08:10:00-05:00,4943.0,4943.0,4942.25,4942.25
2024-01-22 08:20:00-05:00,4943.25,4943.5,4943.25,4943.5
2024-01-22 08:30:00-05:00,4944.25,4944.25,4941.5,4941.5
2024-01-22 08:40:00-05:00,4939.5,4939.5,4939.5,4939.5
2024-01-22 08:50:00-05:00,4939.5,4940.25,4939.5,4940.25
2024-01-22 09:00:00-05:00,4938.25,4940.0,4938.25,4940.0
2024-01-22 09:10:00-05:00,4938.5,4940.0,4938.5,4940.0
2024-01-22 09:20:00-05:00,4940.25,4941.25,4940.25,4941.25
2024-01-22 09:30:00-05:00,4941.0,4949.75,4941.0,4949.5
2024-01-22 09:40:00-05:00,4945.5,4950.0,4944.5,4948.75
2024-01-22 09:50:00-05:00,4948.75,4952.0,4948.75,4950.25
2024-01-22 10:00:00-05:00,4952.0,4952.0,4944.5,4949.5
2024-01-22 10:10:00-05:00,4950.0,4951.25,4948.25,4951.0
2024-01-22 10:20:00-05:00,4947.75,4950.25,4944.5,4944.5
2024-01-22 10:30:00-05:00,4943.25,4943.75,4937.75,4942.25
2024-01-22 10:40:00-05:00,4942.75,4943.5,4935.0,4936.5
2024-01-22 10:50:00-05:00,4936.25,4940.25,4935.0,4937.75
2024-01-22 11:00:00-05:00,4936.5,4937.5,4931.25,4937.5
